1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
338, swamp, minecraft:swamp, AMBIENT, alexsmobs:cockroach, 10, 5, 5
339, swamp, minecraft:swamp, AMBIENT, alexsmobs:fly, 10, 2, 3
340, swamp, minecraft:swamp, AMBIENT, alexsmobs:cockroach, 10, 5, 5
341, swamp, minecraft:swamp, AMBIENT, betteranimalsplus:dragonfly, 10, 1, 3
342, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
343, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
344, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
345, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
346, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
347, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
348, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
349, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
350, swamp, minecraft:swamp, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
351, swamp, minecraft:swamp, WATER_AMBIENT, betteranimalsplus:lamprey, 10, 1, 3
352, swamp, minecraft:swamp, WATER_AMBIENT, betteranimalsplus:eel_freshwater, 10, 1, 3
353, river, minecraft:river, MONSTER, minecraft:spider, 80, 4, 4
354, river, minecraft:river, MONSTER, minecraft:zombie, 80, 4, 4
355, river, minecraft:river, MONSTER, minecraft:zombie_villager, 10, 1, 1
356, river, minecraft:river, MONSTER, minecraft:skeleton, 80, 4, 4
357, river, minecraft:river, MONSTER, minecraft:creeper, 80, 4, 4
358, river, minecraft:river, MONSTER, minecraft:slime, 80, 4, 4
359, river, minecraft:river, MONSTER, minecraft:enderman, 5, 1, 4
360, river, minecraft:river, MONSTER, minecraft:witch, 5, 1, 1
361, river, minecraft:river, MONSTER, minecraft:drowned, 80, 1, 1
362, river, minecraft:river, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
363, river, minecraft:river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
364, river, minecraft:river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
365, river, minecraft:river, MONSTER, tconstruct:earth_slime, 80, 2, 4
366, river, minecraft:river, MONSTER, tconstruct:sky_slime, 80, 2, 4
367, river, minecraft:river, MONSTER, quark:toretoise, 80, 1, 1
368, river, minecraft:river, MONSTER, quark:stoneling, 80, 1, 1
369, river, minecraft:river, CREATURE, exoticbirds:kingfisher, 10, 2, 5
370, river, minecraft:river, CREATURE, exoticbirds:swan, 10, 2, 5
371, river, minecraft:river, CREATURE, exoticbirds:crane, 10, 2, 5
372, river, minecraft:river, CREATURE, exoticbirds:duck, 10, 2, 5
373, river, minecraft:river, CREATURE, exoticbirds:heron, 10, 2, 5
374, river, minecraft:river, CREATURE, exoticbirds:pelican, 10, 2, 5
375, river, minecraft:river, CREATURE, alexsmobs:crocodile, 40, 1, 2
376, river, minecraft:river, CREATURE, alexsmobs:platypus, 30, 1, 2
377, river, minecraft:river, CREATURE, alexsmobs:crocodile, 40, 1, 2
378, river, minecraft:river, CREATURE, alexsmobs:platypus, 30, 1, 2
379, river, minecraft:river, CREATURE, cnb:little_grebe, 30, 2, 3
380, river, minecraft:river, CREATURE, betteranimalsplus:goose, 15, 2, 5
381, river, minecraft:river, AMBIENT, minecraft:bat, 10, 8, 8
382, river, minecraft:river, AMBIENT, alexsmobs:fly, 10, 2, 3
383, river, minecraft:river, AMBIENT, alexsmobs:cockroach, 10, 5, 5
384, river, minecraft:river, AMBIENT, alexsmobs:fly, 10, 2, 3
385, river, minecraft:river, AMBIENT, alexsmobs:cockroach, 10, 5, 5
386, river, minecraft:river, AMBIENT, betteranimalsplus:dragonfly, 10, 1, 3
387, river, minecraft:river, WATER_CREATURE, minecraft:squid, 10, 1, 4
388, river, minecraft:river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
389, river, minecraft:river, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
390, river, minecraft:river, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
391, river, minecraft:river, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
392, river, minecraft:river, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
393, river, minecraft:river, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
394, river, minecraft:river, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
395, river, minecraft:river, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
396, river, minecraft:river, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
397, river, minecraft:river, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
398, river, minecraft:river, WATER_AMBIENT, betteranimalsplus:lamprey, 10, 1, 3
399, river, minecraft:river, WATER_AMBIENT, betteranimalsplus:eel_freshwater, 10, 1, 3
400, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast, 50, 4, 4
401, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin, 80, 4, 4
402, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube, 10, 4, 4
403, nether, minecraft:nether_wastes, MONSTER, minecraft:enderman, 5, 4, 4
404, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin, 15, 4, 4
405, nether, minecraft:nether_wastes, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
406, nether, minecraft:nether_wastes, MONSTER, alexsmobs:dropbear, 19, 1, 1
407, nether, minecraft:nether_wastes, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
408, nether, minecraft:nether_wastes, MONSTER, alexsmobs:dropbear, 19, 1, 1
409, nether, minecraft:nether_wastes, MONSTER, cnb:cindershell, 10, 1, 2
410, nether, minecraft:nether_wastes, MONSTER, cnb:hostile_sporeling, 10, 2, 4
411, nether, minecraft:nether_wastes, MONSTER, rats:demon_rat, 15, 1, 2
412, nether, minecraft:nether_wastes, MONSTER, quark:foxhound, 30, 1, 2
413, nether, minecraft:nether_wastes, CREATURE, minecraft:strider, 60, 1, 2
414, the_end, minecraft:the_end, MONSTER, minecraft:enderman, 5, 4, 4
415, ocean, minecraft:frozen_ocean, MONSTER, minecraft:spider, 80, 4, 4
416, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie, 80, 4, 4
417, ocean, minecraft:frozen_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
418, ocean, minecraft:frozen_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
419, ocean, minecraft:frozen_ocean, MONSTER, minecraft:creeper, 80, 4, 4
420, ocean, minecraft:frozen_ocean, MONSTER, minecraft:slime, 80, 4, 4
421, ocean, minecraft:frozen_ocean, MONSTER, minecraft:enderman, 5, 1, 4
422, ocean, minecraft:frozen_ocean, MONSTER, minecraft:witch, 5, 1, 1
423, ocean, minecraft:frozen_ocean, MONSTER, minecraft:drowned, 10, 1, 1
424, ocean, minecraft:frozen_ocean, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
425, ocean, minecraft:frozen_ocean, MONSTER, tconstruct:earth_slime, 80, 2, 4
426, ocean, minecraft:frozen_ocean, MONSTER, tconstruct:sky_slime, 80, 2, 4
427, ocean, minecraft:frozen_ocean, MONSTER, quark:toretoise, 80, 1, 1
428, ocean, minecraft:frozen_ocean, MONSTER, quark:stoneling, 80, 1, 1
429, ocean, minecraft:frozen_ocean, CREATURE, minecraft:polar_bear, 10, 1, 2
430, ocean, minecraft:frozen_ocean, CREATURE, exoticbirds:penguin, 10, 2, 5
431, ocean, minecraft:frozen_ocean, CREATURE, alexsmobs:seal, 30, 3, 8
432, ocean, minecraft:frozen_ocean, CREATURE, alexsmobs:seal, 30, 3, 8
433, ocean, minecraft:frozen_ocean, CREATURE, betteranimalsplus:walrus, 10, 1, 5
434, ocean, minecraft:frozen_ocean, AMBIENT, minecraft:bat, 10, 8, 8
435, ocean, minecraft:frozen_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
436, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
437, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
438, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:orca, 10, 3, 4
439, ocean, minecraft:frozen_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 10, 1, 2
440, ocean, minecraft:frozen_ocean, WATER_CREATURE, betteranimalsplus:shark, 10, 1, 3
441, ocean, minecraft:frozen_ocean, WATER_CREATURE, betteranimalsplus:whale, 10, 1, 3
442, ocean, minecraft:frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
443, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:tuna, 10, 1, 1
444, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_cod, 10, 1, 1
445, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:rainbow_trout, 10, 1, 2
446, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:pink_salmon, 10, 1, 2
447, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:pollock, 10, 1, 2
448, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 20, 1, 6
449, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:pacific_halibut, 10, 1, 1
450, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:red_grouper, 10, 1, 2
451, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:blackfish, 13, 1, 4
452, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 10, 1, 1
453, ocean, minecraft:frozen_ocean, WATER_AMBIENT, aquaculture:jellyfish, 10, 1, 3
454, ocean, minecraft:frozen_ocean, WATER_AMBIENT, betteranimalsplus:bobbit_worm, 10, 1, 1
455, ocean, minecraft:frozen_ocean, WATER_AMBIENT, betteranimalsplus:jellyfish, 10, 1, 5
456, ocean, minecraft:frozen_ocean, WATER_AMBIENT, betteranimalsplus:nautilus, 10, 1, 1
457, river, minecraft:frozen_river, MONSTER, minecraft:spider, 80, 4, 4
458, river, minecraft:frozen_river, MONSTER, minecraft:zombie, 80, 4, 4
459, river, minecraft:frozen_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
460, river, minecraft:frozen_river, MONSTER, minecraft:skeleton, 80, 4, 4
461, river, minecraft:frozen_river, MONSTER, minecraft:creeper, 80, 4, 4
462, river, minecraft:frozen_river, MONSTER, minecraft:slime, 80, 4, 4
463, river, minecraft:frozen_river, MONSTER, minecraft:enderman, 5, 1, 4
464, river, minecraft:frozen_river, MONSTER, minecraft:witch, 5, 1, 1
465, river, minecraft:frozen_river, MONSTER, minecraft:drowned, 10, 1, 1
466, river, minecraft:frozen_river, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
467, river, minecraft:frozen_river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
468, river, minecraft:frozen_river, MONSTER, alexsmobs:centipede_head, 10, 1, 1
469, river, minecraft:frozen_river, MONSTER, tconstruct:earth_slime, 80, 2, 4
470, river, minecraft:frozen_river, MONSTER, tconstruct:sky_slime, 80, 2, 4
471, river, minecraft:frozen_river, MONSTER, quark:toretoise, 80, 1, 1
472, river, minecraft:frozen_river, MONSTER, quark:stoneling, 80, 1, 1
473, river, minecraft:frozen_river, CREATURE, exoticbirds:penguin, 10, 2, 5
474, river, minecraft:frozen_river, CREATURE, exoticbirds:crane, 10, 2, 5
475, river, minecraft:frozen_river, CREATURE, exoticbirds:duck, 10, 2, 5
476, river, minecraft:frozen_river, CREATURE, exoticbirds:heron, 10, 2, 5
477, river, minecraft:frozen_river, CREATURE, cnb:little_grebe, 30, 2, 3
478, river, minecraft:frozen_river, CREATURE, betteranimalsplus:goose, 15, 2, 5
479, river, minecraft:frozen_river, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
480, river, minecraft:frozen_river, AMBIENT, minecraft:bat, 10, 8, 8
481, river, minecraft:frozen_river, AMBIENT, alexsmobs:fly, 10, 2, 3
482, river, minecraft:frozen_river, AMBIENT, alexsmobs:cockroach, 10, 5, 5
483, river, minecraft:frozen_river, AMBIENT, alexsmobs:fly, 10, 2, 3
484, river, minecraft:frozen_river, AMBIENT, alexsmobs:cockroach, 10, 5, 5
485, river, minecraft:frozen_river, AMBIENT, betteranimalsplus:dragonfly, 10, 1, 3
486, river, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
487, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
488, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
489, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
490, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
491, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:pink_salmon, 10, 1, 2
492, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
493, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
494, river, minecraft:frozen_river, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
495, river, minecraft:frozen_river, WATER_AMBIENT, betteranimalsplus:lamprey, 10, 1, 3
496, river, minecraft:frozen_river, WATER_AMBIENT, betteranimalsplus:eel_freshwater, 10, 1, 3
497, icy, minecraft:snowy_tundra, MONSTER, minecraft:spider, 80, 4, 4
498, icy, minecraft:snowy_tundra, MONSTER, minecraft:zombie_villager, 10, 1, 1
499, icy, minecraft:snowy_tundra, MONSTER, minecraft:skeleton, 20, 4, 4
500, icy, minecraft:snowy_tundra, MONSTER, minecraft:creeper, 80, 4, 4
501, icy, minecraft:snowy_tundra, MONSTER, minecraft:slime, 80, 4, 4
502, icy, minecraft:snowy_tundra, MONSTER, minecraft:enderman, 5, 1, 4
503, icy, minecraft:snowy_tundra, MONSTER, minecraft:witch, 5, 1, 1
504, icy, minecraft:snowy_tundra, MONSTER, minecraft:stray, 80, 4, 4
505, icy, minecraft:snowy_tundra, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
506, icy, minecraft:snowy_tundra, MONSTER, betterdefaultbiomes:frozen_zombie, 80, 4, 4
507, icy, minecraft:snowy_tundra, MONSTER, alexsmobs:centipede_head, 10, 1, 1
508, icy, minecraft:snowy_tundra, MONSTER, alexsmobs:centipede_head, 10, 1, 1
509, icy, minecraft:snowy_tundra, MONSTER, rats:rat_spawner, 80, 1, 3
510, icy, minecraft:snowy_tundra, MONSTER, rats:pied_piper, 10, 1, 1
511, icy, minecraft:snowy_tundra, MONSTER, tconstruct:earth_slime, 80, 2, 4
512, icy, minecraft:snowy_tundra, MONSTER, tconstruct:sky_slime, 80, 2, 4
513, icy, minecraft:snowy_tundra, MONSTER, quark:toretoise, 80, 1, 1
514, icy, minecraft:snowy_tundra, MONSTER, quark:stoneling, 80, 1, 1
515, icy, minecraft:snowy_tundra, CREATURE, minecraft:rabbit, 10, 2, 3
516, icy, minecraft:snowy_tundra, CREATURE, minecraft:polar_bear, 10, 1, 2
517, icy, minecraft:snowy_tundra, CREATURE, exoticbirds:penguin, 10, 2, 5
518, icy, minecraft:snowy_tundra, CREATURE, alexsmobs:moose, 10, 3, 4
519, icy, minecraft:snowy_tundra, CREATURE, alexsmobs:moose, 10, 3, 4
520, icy, minecraft:snowy_tundra, CREATURE, cnb:yeti, 10, 2, 3
521, icy, minecraft:snowy_tundra, CREATURE, minecraft:sheep, 10, 2, 3
522, icy, minecraft:snowy_tundra, CREATURE, minecraft:fox, 10, 1, 1
523, icy, minecraft:snowy_tundra, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
524, icy, minecraft:snowy_tundra, AMBIENT, minecraft:bat, 10, 8, 8
525, icy, minecraft:snowy_tundra, AMBIENT, alexsmobs:fly, 10, 2, 3
526, icy, minecraft:snowy_tundra, AMBIENT, alexsmobs:cockroach, 10, 5, 5
527, icy, minecraft:snowy_tundra, AMBIENT, alexsmobs:fly, 10, 2, 3
528, icy, minecraft:snowy_tundra, AMBIENT, alexsmobs:cockroach, 10, 5, 5
529, icy, minecraft:snowy_tundra, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
530, icy, minecraft:snowy_tundra, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
531, icy, minecraft:snowy_tundra, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
532, icy, minecraft:snowy_tundra, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
533, icy, minecraft:snowy_tundra, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
534, icy, minecraft:snowy_tundra, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
535, icy, minecraft:snowy_mountains, MONSTER, minecraft:spider, 80, 4, 4
536, icy, minecraft:snowy_mountains, MONSTER, minecraft:zombie_villager, 10, 1, 1
537, icy, minecraft:snowy_mountains, MONSTER, minecraft:skeleton, 20, 4, 4
538, icy, minecraft:snowy_mountains, MONSTER, minecraft:creeper, 80, 4, 4
539, icy, minecraft:snowy_mountains, MONSTER, minecraft:slime, 80, 4, 4
540, icy, minecraft:snowy_mountains, MONSTER, minecraft:enderman, 5, 1, 4
541, icy, minecraft:snowy_mountains, MONSTER, minecraft:witch, 5, 1, 1
542, icy, minecraft:snowy_mountains, MONSTER, minecraft:stray, 80, 4, 4
543, icy, minecraft:snowy_mountains, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
544, icy, minecraft:snowy_mountains, MONSTER, betterdefaultbiomes:frozen_zombie, 80, 4, 4
545, icy, minecraft:snowy_mountains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
546, icy, minecraft:snowy_mountains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
547, icy, minecraft:snowy_mountains, MONSTER, rats:rat_spawner, 80, 1, 3
548, icy, minecraft:snowy_mountains, MONSTER, rats:pied_piper, 10, 1, 1
549, icy, minecraft:snowy_mountains, MONSTER, tconstruct:earth_slime, 80, 2, 4
550, icy, minecraft:snowy_mountains, MONSTER, tconstruct:sky_slime, 80, 2, 4
551, icy, minecraft:snowy_mountains, MONSTER, quark:toretoise, 80, 1, 1
552, icy, minecraft:snowy_mountains, MONSTER, quark:stoneling, 80, 1, 1
553, icy, minecraft:snowy_mountains, CREATURE, minecraft:rabbit, 10, 2, 3
554, icy, minecraft:snowy_mountains, CREATURE, minecraft:polar_bear, 10, 1, 2
555, icy, minecraft:snowy_mountains, CREATURE, exoticbirds:penguin, 10, 2, 5
556, icy, minecraft:snowy_mountains, CREATURE, alexsmobs:sunbird, 10, 1, 1
557, icy, minecraft:snowy_mountains, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
558, icy, minecraft:snowy_mountains, CREATURE, alexsmobs:sunbird, 10, 1, 1
559, icy, minecraft:snowy_mountains, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
560, icy, minecraft:snowy_mountains, CREATURE, cnb:yeti, 10, 2, 3
561, icy, minecraft:snowy_mountains, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
562, icy, minecraft:snowy_mountains, CREATURE, betteranimalsplus:goat, 10, 1, 4
563, icy, minecraft:snowy_mountains, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
564, icy, minecraft:snowy_mountains, AMBIENT, minecraft:bat, 10, 8, 8
565, icy, minecraft:snowy_mountains, AMBIENT, alexsmobs:fly, 10, 2, 3
566, icy, minecraft:snowy_mountains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
567, icy, minecraft:snowy_mountains, AMBIENT, alexsmobs:fly, 10, 2, 3
568, icy, minecraft:snowy_mountains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
569, icy, minecraft:snowy_mountains, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
570, icy, minecraft:snowy_mountains, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
571, icy, minecraft:snowy_mountains, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
572, icy, minecraft:snowy_mountains, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
573, icy, minecraft:snowy_mountains, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
574, icy, minecraft:snowy_mountains, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
575, mushroom, minecraft:mushroom_fields, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
576, mushroom, minecraft:mushroom_fields, MONSTER, tconstruct:earth_slime, 80, 2, 4
577, mushroom, minecraft:mushroom_fields, MONSTER, tconstruct:sky_slime, 80, 2, 4
578, mushroom, minecraft:mushroom_fields, MONSTER, quark:toretoise, 80, 1, 1
579, mushroom, minecraft:mushroom_fields, MONSTER, quark:stoneling, 80, 1, 1
580, mushroom, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 10, 4, 8
581, mushroom, minecraft:mushroom_fields, CREATURE, exoticbirds:pigeon, 12, 2, 5
582, mushroom, minecraft:mushroom_fields, CREATURE, alexsmobs:mungus, 10, 3, 5
583, mushroom, minecraft:mushroom_fields, CREATURE, alexsmobs:mungus, 10, 3, 5
584, mushroom, minecraft:mushroom_fields, CREATURE, cnb:friendly_sporeling, 40, 3, 5
585, mushroom, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
586, mushroom, minecraft:mushroom_fields, AMBIENT, alexsmobs:fly, 10, 2, 3
587, mushroom, minecraft:mushroom_fields, AMBIENT, alexsmobs:fly, 10, 2, 3
588, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
589, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:red_shrooma, 26, 1, 8
590, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
591, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
592, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
593, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
594, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
595, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
596, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:brown_shrooma, 26, 1, 8
597, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
598, mushroom, minecraft:mushroom_fields, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
599, mushroom, minecraft:mushroom_field_shore, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
600, mushroom, minecraft:mushroom_field_shore, MONSTER, tconstruct:earth_slime, 80, 2, 4
601, mushroom, minecraft:mushroom_field_shore, MONSTER, tconstruct:sky_slime, 80, 2, 4
602, mushroom, minecraft:mushroom_field_shore, MONSTER, quark:toretoise, 80, 1, 1
603, mushroom, minecraft:mushroom_field_shore, MONSTER, quark:stoneling, 80, 1, 1
604, mushroom, minecraft:mushroom_field_shore, CREATURE, minecraft:mooshroom, 10, 4, 8
605, mushroom, minecraft:mushroom_field_shore, CREATURE, exoticbirds:pigeon, 12, 2, 5
606, mushroom, minecraft:mushroom_field_shore, CREATURE, alexsmobs:seal, 30, 3, 8
607, mushroom, minecraft:mushroom_field_shore, CREATURE, alexsmobs:mungus, 10, 3, 5
608, mushroom, minecraft:mushroom_field_shore, CREATURE, alexsmobs:seagull, 21, 3, 6
609, mushroom, minecraft:mushroom_field_shore, CREATURE, alexsmobs:seal, 30, 3, 8
610, mushroom, minecraft:mushroom_field_shore, CREATURE, alexsmobs:mungus, 10, 3, 5
